22-04-2021,"French book oral test (groups of 3) on chapters 6,7,8, and chapters 1,2 of the second part"
,
26-04-2021,Triumphant return of… everyone in theory
26-04-2021,Ceasura project due (for real this time!)
26-04-2021,"Drama monologues are sure happening, hope you're ready"
,
30-04-2021,"Math (SN) test on lines, maybe"
,
,
,
22-06-2021,Last day of school !!!!!!!!!
